"X","id","journ","vol","issue","articleNum","title","has.data","url","article.url","data.url","htmlFile","publication.date","data.size","data.unit","keywords","JEL","JEL1","JEL2","JEL3","JEL4","JEL5","JEL6","JEL7","zip.size","data.files.size","size.7z","size.ado","size.c","size.cpp","size.csv","size.dat","size.do","size.dta","size.f95","size.g","size.gms","size.gz","size.java","size.js","size.lng","size.m","size.mat","size.mod","size.nb","size.prg","size.py","size.r","size.rdata","size.sas","size.sas7bdat","size.tar","size.tsp","size.txt","size.xls","size.xlsx","size.xml","size.zip","size.ztt","year","month","date"
225,"aer_104_7_9","aer",104,7,9,"Mafia and Public Spending: Evidence on the Fiscal Multiplier from a Quasi-experiment","TRUE","https://www.aeaweb.org/articles.php?doi=10.1257/aer.104.7.2152","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/aer.104.7.2185","https://www.aeaweb.org/aer/data/10407/20111363_data.zip","D:/data/EconJournalData/html/aer_vol_104_issue_7_article_9.html","2014/",0.15511,"MB",NA,"D72: Political Processes: Rent-seeking, Lobbying, Elections, Legislatures, and Voting Behavior, E62: Fiscal Policy, H71: State and Local Taxation, Subsidies, and Revenue, K42: Illegal Behavior and the Enforcement of Law, , , ","D72: Political Processes: Rent-seeking, Lobbying, Elections, Legislatures, and Voting Behavior","E62: Fiscal Policy","H71: State and Local Taxation, Subsidies, and Revenue","K42: Illegal Behavior and the Enforcement of Law","","","",0.47377,0.384859,0,0,0,0,0,0,0.013949,0.384859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,7,"2014-7-01"
7,"aejmac_4_1_7","aejmac",4,1,7,"Stories of the Twentieth Century for the Twenty-First","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/mac.4.1.226","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/mac.4.1.226","http://www.aeaweb.org/aej/mac/data/2011-0020_data.zip","D:/libraries/ScrapAER/html/aejmac_vol_4_issue_1_article_7.html","2012/01",44.49,"MB",NA,"E44: Financial Markets and the Macroeconomy, F34: International Lending and Debt Problems, F44: International Business Cycles, G01: Financial Crises, G21: Banks; Other Depository Institutions; Micro Finance Institutions; Mortgages, O19: International Linkages to Development; Role of International Organizations, ","E44: Financial Markets and the Macroeconomy","F34: International Lending and Debt Problems","F44: International Business Cycles","G01: Financial Crises","G21: Banks; Other Depository Institutions; Micro Finance Institutions; Mortgages","O19: International Linkages to Development; Role of International Organizations","",75.87705,72.505694,0,0,0,0,0,0,0.140537,28.77445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002918,0.312484,43.41876,0,0,0,2012,1,"2012-1-01"
24,"aer_104_10_5","aer",104,10,5,"Financial Networks and Contagion","TRUE","https://www.aeaweb.org/articles.php?doi=10.1257/aer.104.10.3073","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/aer.104.10.3115","http://www.aeaweb.org/aer/data/10410/20130115_data.zip","D:/data/EconJournalData/html/aer_vol_104_issue_10_article_5.html","2014/10",2.8,"MB",NA,"D85: Network Formation and Analysis: Theory, F34: International Lending and Debt Problems, F65: Economic Impacts of Globalization: Finance, G15: International Financial Markets, G32: Financing Policy; Financial Risk and Risk Management; Capital and Ownership Structure; Value of Firms; Goodwill, G33: Bankruptcy; Liquidation, H63: National Debt; Debt Management; Sovereign Debt","D85: Network Formation and Analysis: Theory","F34: International Lending and Debt Problems","F65: Economic Impacts of Globalization: Finance","G15: International Financial Markets","G32: Financing Policy; Financial Risk and Risk Management; Capital and Ownership Structure; Value of Firms; Goodwill","G33: Bankruptcy; Liquidation","H63: National Debt; Debt Management; Sovereign Debt",3.158564,1.015008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055199,0,0,0,0,0,0,0,0,0,0,0,0,0,1.015008,0,0,0,2014,10,"2014-10-01"
87,"aer_97_5_20","aer",97,5,20,"Diamonds Are Forever, Wars Are Not: Is Conflict Bad for Private Firms?","TRUE","https://www.aeaweb.org/articles.php?doi=10.1257/aer.97.5.1978","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/aer.97.5.1978","http://www.aeaweb.org/aer/data/dec07/20040820_data.zip","D:/libraries/ScrapAER/html/aer_vol_97_issue_5_article_20.html","2007/12",2.56,"MB",NA,"D74, G32, O13, O17, Q34, , ","D74","G32","O13","O17","Q34","",NA,5.420183,5.340239,0,0,0,0,0,0,0.047611,1.792079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54816,0,0,0,0,2007,12,"2007-12-01"
34,"aer_99_3_2","aer",99,3,2,"Bureaucratic Minimal Squawk Behavior: Theory and Evidence from Regulatory Agencies","TRUE","https://www.aeaweb.org/articles.php?doi=10.1257/aer.99.3.572","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/aer.99.3.572","http://www.aeaweb.org/aer/data/june09/20061229_data.zip","D:/libraries/ScrapAER/html/aer_vol_99_issue_3_article_2.html","2009/06",0.23121,"MB",NA,"D73: Bureaucracy; Administrative Processes in Public Organizations; Corruption, L51: Economics of Regulation, L97: Utilities: General, L98: Industry Studies: Utilities and Transportation: Government Policy, , , ","D73: Bureaucracy; Administrative Processes in Public Organizations; Corruption","L51: Economics of Regulation","L97: Utilities: General","L98: Industry Studies: Utilities and Transportation: Government Policy","","","",0.877622,0.516625,0,0,0,0,0,0,0.024368,0.516625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,6,"2009-6-01"
28,"aer_100_1_8","aer",100,1,8,"Contractibility and the Design of Research Agreements","TRUE","https://www.aeaweb.org/articles.php?doi=10.1257/aer.100.1.214","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/aer.100.1.214","http://www.aeaweb.org/aer/data/mar2010/20050382_data.zip","D:/libraries/ScrapAER/html/aer_vol_100_issue_1_article_8.html","2010/03",0.17625,"MB",NA,"D86: Economics of Contract: Theory, L65: Chemicals; Rubber; Drugs; Biotechnology, O31: Innovation and Invention: Processes and Incentives, O34: Intellectual Property Rights, , , ","D86: Economics of Contract: Theory","L65: Chemicals; Rubber; Drugs; Biotechnology","O31: Innovation and Invention: Processes and Incentives","O34: Intellectual Property Rights","","","",0.886484,0.762447,0,0,0,0,0,0,0.089733,0.762447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,3,"2010-3-01"
1,"aer_105_1_1","aer",105,1,1,"Infrastructure Quality and the Subsidy Trap","FALSE","https://www.aeaweb.org/articles.php?doi=10.1257/aer.20120881","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/aer.20110572",NA,"D:/data/EconJournalData/html/aer_vol_105_issue_1_article_1.html","2015/",0,"MB",NA,"H23: Taxation and Subsidies: Externalities; Redistributive Effects; Environmental Taxes and Subsidies, H54: National Government Expenditures and Related Policies: Infrastructures; Other Public Investment and Capital Stock, L94: Electric Utilities, L98: Industry Studies: Utilities and Transportation: Government Policy, O12: Microeconomic Analyses of Economic Development, O13: Economic Development: Agriculture; Natural Resources; Energy; Environment; Other Primary Products, ","H23: Taxation and Subsidies: Externalities; Redistributive Effects; Environmental Taxes and Subsidies","H54: National Government Expenditures and Related Policies: Infrastructures; Other Public Investment and Capital Stock","L94: Electric Utilities","L98: Industry Studies: Utilities and Transportation: Government Policy","O12: Microeconomic Analyses of Economic Development","O13: Economic Development: Agriculture; Natural Resources; Energy; Environment; Other Primary Products","",443.242536,443.0848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101811,443.0848,0,0,0,0,0,0,0,0,0,0,0.003521,0,0,0,0,0,2015,1,"2015-1-01"
96,"aer_102_6_18","aer",102,6,18,"Credit Market Consequences of Improved Personal Identification: Field Experimental Evidence from Malawi","TRUE","https://www.aeaweb.org/articles.php?doi=10.1257/aer.102.6.2923","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/aer.102.6.2923","http://www.aeaweb.org/aer/data/oct2012/20101090_data.zip","D:/libraries/ScrapAER/html/aer_vol_102_issue_6_article_18.html","2012/05",0.75206,"MB",NA,"D14: Personal Finance, D82: Asymmetric and Private Information; Mechanism Design, G21: Banks; Depository Institutions; Micro Finance Institutions; Mortgages, O12: Microeconomic Analyses of Economic Development, O16: Economic Development: Financial Markets; Saving and Capital Investment; Corporate Finance and Governance, , ","D14: Personal Finance","D82: Asymmetric and Private Information; Mechanism Design","G21: Banks; Depository Institutions; Micro Finance Institutions; Mortgages","O12: Microeconomic Analyses of Economic Development","O16: Economic Development: Financial Markets; Saving and Capital Investment; Corporate Finance and Governance","","",6.167274,6.08933,0,0,0,0,0,0,0.03614,6.08933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,10,"2012-10-01"
73,"aer_103_5_7","aer",103,5,7,"The Political Resource Curse","TRUE","https://www.aeaweb.org/articles.php?doi=10.1257/aer.103.5.1759","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/aer.103.5.1759","http://www.aeaweb.org/aer/data/aug2013/20100613_data.zip","D:/libraries/ScrapAER/html/aer_vol_103_issue_5_article_7.html","2013/08",0.29324,"MB",NA,"D72: Political Processes: Rent-seeking, Lobbying, Elections, Legislatures, and Voting Behavior, D73: Bureaucracy; Administrative Processes in Public Organizations; Corruption, H77: Intergovernmental Relations; Federalism; Secession, O17: Formal and Informal Sectors; Shadow Economy; Institutional Arrangements, O18: Economic Development: Urban, Rural, Regional, and Transportation Analysis; Housing; Infrastructure, , ","D72: Political Processes: Rent-seeking, Lobbying, Elections, Legislatures, and Voting Behavior","D73: Bureaucracy; Administrative Processes in Public Organizations; Corruption","H77: Intergovernmental Relations; Federalism; Secession","O17: Formal and Informal Sectors; Shadow Economy; Institutional Arrangements","O18: Economic Development: Urban, Rural, Regional, and Transportation Analysis; Housing; Infrastructure","","",1.258546,1.161611,0,0,0,0,0,0,0.030497,1.161611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,8,"2013-8-01"
26,"aejmic_5_4_10","aejmic",5,4,10,"On the Efficiency of Codeshare Contracts between Airlines: Is Double Marginalization Eliminated?","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/mic.5.4.244","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/mic.5.4.244","http://www.aeaweb.org/aej/mic/data/2011-0149_data.zip","D:/libraries/ScrapAER/html/aejmic_vol_5_issue_4_article_10.html","2013/11",31.61,"MB",NA,"D86: Economics of Contract: Theory, L13: Oligopoly and Other Imperfect Markets, L14: Transactional Relationships; Contracts and Reputation; Networks, L93: Air Transportation, , , ","D86: Economics of Contract: Theory","L13: Oligopoly and Other Imperfect Markets","L14: Transactional Relationships; Contracts and Reputation; Networks","L93: Air Transportation","","",NA,67.259984,32.089828,0,0,0,0,0,0,0.006003,2.713603,0,0,0,0,0,0,0,0.191559,29.376225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,11,"2013-11-01"
39,"aejmic_6_4_4","aejmic",6,4,4,"Internet Penetration and Capacity Utilization in the US Airline Industry","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/mic.6.4.106","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/mic.6.4.106","http://www.aeaweb.org/aej/mic/data/0604/2012-0092_data.zip","D:/data/EconJournalData/html/aejmic_vol_6_issue_4_article_4.html","2014/11",25.09,"MB",NA,"L11: Production, Pricing, and Market Structure; Size Distribution of Firms, L86: Information and Internet Services; Computer Software, L93: Air Transportation, M15: IT Management, , , ","L11: Production, Pricing, and Market Structure; Size Distribution of Firms","L86: Information and Internet Services; Computer Software","L93: Air Transportation","M15: IT Management","","",NA,64.060934,63.867739,0,0,0,0,0,0,0.074034,63.853212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014527,0,0,0,2014,11,"2014-11-01"
21,"aejmac_6_3_7","aejmac",6,3,7,"Accounting for Crises","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/mac.6.3.184","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/mac.6.3.184","https://www.aeaweb.org/aej/mac/data/0603/2012-0176_data.zip","D:/data/EconJournalData/html/aejmac_vol_6_issue_3_article_7.html","2014/07",0.75152,"MB",NA,"D82: Asymmetric and Private Information; Mechanism Design, E44: Financial Markets and the Macroeconomy, G01: Financial Crises, G14: Information and Market Efficiency; Event Studies; Insider Trading, G21: Banks; Depository Institutions; Micro Finance Institutions; Mortgages, L25: Firm Performance: Size, Diversification, and Scope, M40: Accounting and Auditing: General","D82: Asymmetric and Private Information; Mechanism Design","E44: Financial Markets and the Macroeconomy","G01: Financial Crises","G14: Information and Market Efficiency; Event Studies; Insider Trading","G21: Banks; Depository Institutions; Micro Finance Institutions; Mortgages","L25: Firm Performance: Size, Diversification, and Scope","M40: Accounting and Auditing: General",1.468341,0.927788,0,0,0,0,0,0,0.020179,0.255111,0,0,0,0,0,0,0,0,0,0,0.018618,0,0,0,0,0.015961,0.178623,0,0,0,0.494054,0,0,0,0,2014,7,"2014-7-01"
9,"aer_98_1_17","aer",98,1,17,"Gambling at Lucky Stores: Empirical Evidence from State Lottery Sales","TRUE","https://www.aeaweb.org/articles.php?doi=10.1257/aer.98.1.458","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/aer.98.1.458","http://www.aeaweb.org/aer/data/mar08/20050694_data.zip","D:/libraries/ScrapAER/html/aer_vol_98_issue_1_article_17.html","2008/03",363.65,"MB",NA,"H27: Taxation, Subsidies, and Revenues: Other Sources of Revenue, H71: State and Local Taxation, Subsidies, and Revenue, , , , , ","H27: Taxation, Subsidies, and Revenues: Other Sources of Revenue","H71: State and Local Taxation, Subsidies, and Revenue","","","","","",385.395721,0.542873,0,0,0,0,0,0,0.023125,0.542873,0,0,0,338.430946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,3,"2008-3-01"
31,"aejpol_6_3_7","aejpol",6,3,7,"Corporate Incentives and Nuclear Safety","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/pol.6.3.178","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/pol.6.3.178","https://www.aeaweb.org/aej/pol/data/0603/2011-0262_data.zip","D:/data/EconJournalData/html/aejpol_vol_6_issue_3_article_7.html","2014/08",6.16,"MB",NA,"D24: Production; Cost; Capital; Capital, Total Factor, and Multifactor Productivity; Capacity, L51: Economics of Regulation, L94: Electric Utilities, L98: Industry Studies: Utilities and Transportation: Government Policy, Q42: Alternative Energy Sources, Q48: Energy: Government Policy, ","D24: Production; Cost; Capital; Capital, Total Factor, and Multifactor Productivity; Capacity","L51: Economics of Regulation","L94: Electric Utilities","L98: Industry Studies: Utilities and Transportation: Government Policy","Q42: Alternative Energy Sources","Q48: Energy: Government Policy","",129.971093,129.845159,0,0,0,0,77.909317,0,0.096596,51.935842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,8,"2014-8-01"
87,"aer_101_5_7","aer",101,5,7,"Unhealthy Insurance Markets: Search Frictions and the Cost and Quality of Health Insurance","TRUE","https://www.aeaweb.org/articles.php?doi=10.1257/aer.101.5.1842","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/aer.101.5.1842","http://www.aeaweb.org/aer/data/aug2011/20081134_data.zip","D:/libraries/ScrapAER/html/aer_vol_101_issue_5_article_7.html","2011/08",46.18,"MB",NA,"D83: Search; Learning; Information and Knowledge; Communication; Belief, G22: Insurance; Insurance Companies, I18: Health: Government Policy; Regulation; Public Health, , , , ","D83: Search; Learning; Information and Knowledge; Communication; Belief","G22: Insurance; Insurance Companies","I18: Health: Government Policy; Regulation; Public Health","","","","",190.524576,190.374079,0,0,0,0,0,0,0.042202,190.362495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011584,0,0,0,2011,8,"2011-8-01"
2,"aer_102_1_10","aer",102,1,10,"Standard Setting Committees: Consensus Governance for Shared Technology Platforms","TRUE","https://www.aeaweb.org/articles.php?doi=10.1257/aer.102.1.305","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/aer.102.1.305","http://www.aeaweb.org/aer/data/feb2012/20061284_data.zip","D:/libraries/ScrapAER/html/aer_vol_102_issue_1_article_10.html","2012/02",2.8,"MB",NA,"C78: Bargaining Theory; Matching Theory, L15: Information and Product Quality; Standardization and Compatibility, L86: Information and Internet Services; Computer Software, , , , ","C78: Bargaining Theory; Matching Theory","L15: Information and Product Quality; Standardization and Compatibility","L86: Information and Internet Services; Computer Software","","","","",14.697784,10.388374,0,0,0,0,0,0,0.058286,10.388374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017514,0,0,0,0,0,2012,2,"2012-2-01"
94,"aer_101_6_13","aer",101,6,13,"Clearing the Air? The Effects of Gasoline Content Regulation on Air Quality","TRUE","https://www.aeaweb.org/articles.php?doi=10.1257/aer.101.6.2687","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/aer.101.6.2687","http://www.aeaweb.org/aer/data/oct2011/20090377_data.zip","D:/libraries/ScrapAER/html/aer_vol_101_issue_6_article_13.html","2011/10",88.34,"MB",NA,"L51: Economics of Regulation, L71: Mining, Extraction, and Refining: Hydrocarbon Fuels, L78: Industry Studies: Primary Products and Construction: Government Policy, Q53: Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling, Q58: Environmental Economics: Government Policy, , ","L51: Economics of Regulation","L71: Mining, Extraction, and Refining: Hydrocarbon Fuels","L78: Industry Studies: Primary Products and Construction: Government Policy","Q53: Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling","Q58: Environmental Economics: Government Policy","","",1154.648949,1154.560193,0,0,0,0,0,0,0.078602,1154.560193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,10,"2011-10-01"
91,"aer_100_5_17","aer",100,5,17,"Can Higher Prices Stimulate Product Use? Evidence from a Field Experiment in Zambia","TRUE","https://www.aeaweb.org/articles.php?doi=10.1257/aer.100.5.2383","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/aer.100.5.2383","http://www.aeaweb.org/aer/data/dec2010/20080857_data.zip","D:/libraries/ScrapAER/html/aer_vol_100_issue_5_article_17.html","2010/12",0.37506,"MB",NA,"C93: Field Experiments, D12: Consumer Economics: Empirical Analysis, I11: Analysis of Health Care Markets, M31: Marketing, O12: Microeconomic Analyses of Economic Development, , ","C93: Field Experiments","D12: Consumer Economics: Empirical Analysis","I11: Analysis of Health Care Markets","M31: Marketing","O12: Microeconomic Analyses of Economic Development","","",1.700629,0.93242,0,0.000833,0,0,0,0,0.036005,0.890948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001685,0.041472,0,0,0,0,2010,12,"2010-12-01"
127,"aer_102_7_24","aer",102,7,24,"Revolving Door Lobbyists","TRUE","https://www.aeaweb.org/articles.php?doi=10.1257/aer.102.7.3731","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/aer.102.7.3731","http://www.aeaweb.org/aer/data/dec2012/20100920_data.zip","D:/libraries/ScrapAER/html/aer_vol_102_issue_7_article_24.html","2012/12",55.06,"MB",NA,"D72: Political Processes: Rent-seeking, Lobbying, Elections, Legislatures, and Voting Behavior, J44: Professional Labor Markets; Occupational Licensing, L84: Personal, Professional, and Business Services, , , , ","D72: Political Processes: Rent-seeking, Lobbying, Elections, Legislatures, and Voting Behavior","J44: Professional Labor Markets; Occupational Licensing","L84: Personal, Professional, and Business Services","","","","",248.061199,247.558766,0,0.014067,0,0,0,0,0.031854,247.558766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,12,"2012-12-01"
90,"aer_103_6_4","aer",103,6,4,"Trade Liberalization and Embedded Institutional Reform: Evidence from Chinese Exporters","TRUE","https://www.aeaweb.org/articles.php?doi=10.1257/aer.103.6.2169","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/aer.103.6.2169","http://www.aeaweb.org/aer/data/oct2013/20111350_data.zip","D:/libraries/ScrapAER/html/aer_vol_103_issue_6_article_4.html","2013/10",21.94,"MB",NA,"F13: Trade Policy; International Trade Organizations, F14: Empirical Studies of Trade, L67: Other Consumer Nondurables, O14: Industrialization; Manufacturing and Service Industries; Choice of Technology, O19: International Linkages to Development; Role of International Organizations, P23: Socialist Systems and Transitional Economies: Factor and Product Markets; Industry Studies; Population, P33: Socialist Institutions and Their Transitions: International Trade, Finance, Investment, Relations, and Aid","F13: Trade Policy; International Trade Organizations","F14: Empirical Studies of Trade","L67: Other Consumer Nondurables","O14: Industrialization; Manufacturing and Service Industries; Choice of Technology","O19: International Linkages to Development; Role of International Organizations","P23: Socialist Systems and Transitional Economies: Factor and Product Markets; Industry Studies; Population","P33: Socialist Institutions and Their Transitions: International Trade, Finance, Investment, Relations, and Aid",73.135649,42.751703,0,0,0,0,0.050896,0,0.025023,42.700807,0,0,0,0,0,0,0,0.03217,0,0,0,0,0,0,0,0,0,0,0,0.000436,0,0,0,0,0,2013,10,"2013-10-01"
71,"aer_99_4_8","aer",99,4,8,"Active and Passive Waste in Government Spending: Evidence from a Policy Experiment","TRUE","https://www.aeaweb.org/articles.php?doi=10.1257/aer.99.4.1278","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/aer.99.4.1278","http://www.aeaweb.org/aer/data/sept09/20070928_data.zip","D:/libraries/ScrapAER/html/aer_vol_99_issue_4_article_8.html","2009/09",1.13,"MB",NA,"H11: Structure, Scope, and Performance of Government, H57: National Government Expenditures and Related Policies: Procurement, H83: Public Administration; Public Sector Accounting and Audits, , , , ","H11: Structure, Scope, and Performance of Government","H57: National Government Expenditures and Related Policies: Procurement","H83: Public Administration; Public Sector Accounting and Audits","","","","",18.296607,18.257396,0,0,0,0,0,0,0.029734,18.257396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,9,"2009-9-01"
23,"aer_103_2_10","aer",103,2,10,"Commercial Imperialism? Political Influence and Trade during the Cold War","TRUE","https://www.aeaweb.org/articles.php?doi=10.1257/aer.103.2.863","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/aer.103.2.863","http://www.aeaweb.org/aer/data/april2013/20100514_data.zip","D:/libraries/ScrapAER/html/aer_vol_103_issue_2_article_10.html","2013/04",97.32,"MB",NA,"D72: Political Processes: Rent-seeking, Lobbying, Elections, Legislatures, and Voting Behavior, F14: Empirical Studies of Trade, F54: Colonialism; Imperialism; Postcolonialism, N42: Economic History: Government, War, Law, International Relations, and Regulation: U.S.; Canada: 1913-, N72: Economic History: Transport, Trade, Energy, Technology, and Other Services: U.S.; Canada: 1913-, , ","D72: Political Processes: Rent-seeking, Lobbying, Elections, Legislatures, and Voting Behavior","F14: Empirical Studies of Trade","F54: Colonialism; Imperialism; Postcolonialism","N42: Economic History: Government, War, Law, International Relations, and Regulation: U.S.; Canada: 1913-","N72: Economic History: Transport, Trade, Energy, Technology, and Other Services: U.S.; Canada: 1913-","","",468.889601,467.333034,0,0.000695,0,0,0,0,0.087102,467.194783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008692,0.138251,0,0,0,0,2013,4,"2013-4-01"
66,"aer_102_5_1","aer",102,5,1,"A Field Study on Matching with Network Externalities","TRUE","https://www.aeaweb.org/articles.php?doi=10.1257/aer.102.5.1773","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/aer.102.5.1773","http://www.aeaweb.org/aer/data/aug2012/20090908_data.zip","D:/libraries/ScrapAER/html/aer_vol_102_issue_5_article_1.html","2012/05",0.36006,"MB",NA,"C78: Bargaining Theory; Matching Theory, C93: Field Experiments, D62: Externalities, D85: Network Formation and Analysis: Theory, Z13: Economic Sociology; Economic Anthropology; Social and Economic Stratification, , ","C78: Bargaining Theory; Matching Theory","C93: Field Experiments","D62: Externalities","D85: Network Formation and Analysis: Theory","Z13: Economic Sociology; Economic Anthropology; Social and Economic Stratification","","",0.854001,0.398506,0,0,0,0,0,0,0.004526,0.157398,0,0,0,0,0,0,0,0.059433,0.241108,0,0.340996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,8,"2012-8-01"
28,"aer_102_2_13","aer",102,2,13,"What Do Emissions Markets Deliver and to Whom? Evidence from Southern California's NOx Trading Program","TRUE","https://www.aeaweb.org/articles.php?doi=10.1257/aer.102.2.965","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/aer.102.2.965","http://www.aeaweb.org/aer/data/april2012/20090662_data.zip","D:/libraries/ScrapAER/html/aer_vol_102_issue_2_article_13.html","2012/04",15.98,"MB",NA,"H23: Taxation and Subsidies: Externalities; Redistributive Effects; Environmental Taxes and Subsidies, L51: Economics of Regulation, Q53: Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling, Q58: Environmental Economics: Government Policy, , , ","H23: Taxation and Subsidies: Externalities; Redistributive Effects; Environmental Taxes and Subsidies","L51: Economics of Regulation","Q53: Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling","Q58: Environmental Economics: Government Policy","","","",72.122371,71.126184,0,0,0,0,0,0,0.106029,71.126184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.802731,0,0,0,0,0,2012,4,"2012-4-01"
29,"aer_100_1_9","aer",100,1,9,"Multinationals and Anti-sweatshop Activism","TRUE","https://www.aeaweb.org/articles.php?doi=10.1257/aer.100.1.247","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/aer.100.1.247","http://www.aeaweb.org/aer/data/mar2010/20051333_data.zip","D:/libraries/ScrapAER/html/aer_vol_100_issue_1_article_9.html","2010/03",14.15,"MB",NA,"F23: Multinational Firms; International Business, J31: Wage Level and Structure; Wage Differentials, J81: Labor Standards: Working Conditions, L67: Other Consumer Nondurables, O14: Industrialization; Manufacturing and Service Industries; Choice of Technology, O15: Economic Development: Human Resources; Human Development; Income Distribution; Migration, ","F23: Multinational Firms; International Business","J31: Wage Level and Structure; Wage Differentials","J81: Labor Standards: Working Conditions","L67: Other Consumer Nondurables","O14: Industrialization; Manufacturing and Service Industries; Choice of Technology","O15: Economic Development: Human Resources; Human Development; Income Distribution; Migration","",63.496425,62.501251,0,0.035753,0,0,0,0,0.149938,62.501251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000523,0,0,0,0,0,2010,3,"2010-3-01"
