"X","id","journal","vol","issue","articleNum","title","has.data","url","article.url","data.url","htmlFile","publication.date","data.size","data.unit","keywords","JEL","JEL1","JEL2","JEL3","JEL4","JEL5","JEL6","JEL7","zip.size","data.files.size","size.7z","size.ado","size.c","size.cpp","size.csv","size.dat","size.do","size.dta","size.f95","size.g","size.gms","size.gz","size.java","size.js","size.lng","size.m","size.mat","size.mod","size.nb","size.prg","size.py","size.r","size.rdata","size.sas","size.sas7bdat","size.tar","size.tsp","size.txt","size.xls","size.xlsx","size.xml","size.zip","size.ztt","year","month","date"
20,"aejpol_2_3_4","aejpol",2,3,4,"Is Lottery Gambling Addictive?","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/pol.2.3.90","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/pol.2.3.90","http://www.aeaweb.org/aej/pol/data/2009-0004_data.zip","D:/libraries/ScrapAER/html/aejpol_vol_2_issue_3_article_4.html","2010/08",221.38,"MB",NA,"D12: Consumer Economics: Empirical Analysis, H27: Taxation, Subsidies, and Revenues: Other Sources of Revenue, H71: State and Local Taxation, Subsidies, and Revenue, , , , ","D12: Consumer Economics: Empirical Analysis","H27: Taxation, Subsidies, and Revenues: Other Sources of Revenue","H71: State and Local Taxation, Subsidies, and Revenue","","","","",704.284785,704.248464,0,0,0,0,0,0,0.014536,704.248464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,8,"2010-8-01"
21,"aejpol_2_3_5","aejpol",2,3,5,"Trade Restrictiveness and Deadweight Losses from US Tariffs","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/pol.2.3.111","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/pol.2.3.111","http://www.aeaweb.org/aej/pol/data/2009-0002_data.zip","D:/libraries/ScrapAER/html/aejpol_vol_2_issue_3_article_5.html","2010/08",1.2,"MB",NA,"F13: Trade Policy; International Trade Organizations, N71: Economic History: Transport, Trade, Energy, Technology, and Other Services: U.S.; Canada: Pre-1913, N72: Economic History: Transport, Trade, Energy, Technology, and Other Services: U.S.; Canada: 1913-, , , , ","F13: Trade Policy; International Trade Organizations","N71: Economic History: Transport, Trade, Energy, Technology, and Other Services: U.S.; Canada: Pre-1913","N72: Economic History: Transport, Trade, Energy, Technology, and Other Services: U.S.; Canada: 1913-","","","","",4.533328,4.483072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.483072,0,0,0,0,2010,8,"2010-8-01"
22,"aejpol_2_3_6","aejpol",2,3,6,"The Price of Gasoline and New Vehicle Fuel Economy: Evidence from Monthly Sales Data","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/pol.2.3.134","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/pol.2.3.134","http://www.aeaweb.org/aej/pol/data/2008-0143_data.zip","D:/libraries/ScrapAER/html/aejpol_vol_2_issue_3_article_6.html","2010/08",1.52,"MB",NA,"H25: Business Taxes and Subsidies including sales and value-added (VAT), L11: Production, Pricing, and Market Structure; Size Distribution of Firms, L62: Automobiles; Other Transportation Equipment, L71: Mining, Extraction, and Refining: Hydrocarbon Fuels, , , ","H25: Business Taxes and Subsidies including sales and value-added (VAT)","L11: Production, Pricing, and Market Structure; Size Distribution of Firms","L62: Automobiles; Other Transportation Equipment","L71: Mining, Extraction, and Refining: Hydrocarbon Fuels","","","",12.481967,12.457679,0,0,0,0,0,0,0.011541,12.457679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,8,"2010-8-01"
23,"aejpol_2_3_7","aejpol",2,3,7,"Dynamic Commitment and the Soft Budget Constraint: An Empirical Test","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/pol.2.3.154","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/pol.2.3.154","http://www.aeaweb.org/aej/pol/data/2009-0009_data.zip","D:/libraries/ScrapAER/html/aejpol_vol_2_issue_3_article_7.html","2010/08",0.33283,"MB",NA,"D82: Asymmetric and Private Information, G32: Financing Policy; Financial Risk and Risk Management; Capital and Ownership Structure, L32: Public Enterprises; Public-Private Enterprises, , , , ","D82: Asymmetric and Private Information","G32: Financing Policy; Financial Risk and Risk Management; Capital and Ownership Structure","L32: Public Enterprises; Public-Private Enterprises","","","","",0.553659,0.540319,0,0,0,0,0,0,0.009835,0.540319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,8,"2010-8-01"
24,"aejpol_2_3_8","aejpol",2,3,8,"Do Taxpayers Bunch at Kink Points?","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/pol.2.3.180","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/pol.2.3.180","http://www.aeaweb.org/aej/pol/data/2009-0060_data.zip","D:/libraries/ScrapAER/html/aejpol_vol_2_issue_3_article_8.html","2010/08",0.01644,"MB",NA,"H23: Taxation and Subsidies: Externalities; Redistributive Effects; Environmental Taxes and Subsidies, H24: Personal Income and Other Nonbusiness Taxes and Subsidies; includes inheritance and gift taxes, H26: Tax Evasion, , , , ","H23: Taxation and Subsidies: Externalities; Redistributive Effects; Environmental Taxes and Subsidies","H24: Personal Income and Other Nonbusiness Taxes and Subsidies; includes inheritance and gift taxes","H26: Tax Evasion","","","","",0.074712,0,0,0,0,0,0,0,0.073921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000791,0,0,0,0,0,2010,8,"2010-8-01"
25,"aejpol_2_4_1","aejpol",2,4,1,"The Effects of Pharmaceutical Marketing and Promotion on Adverse Drug Events and Regulation","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/pol.2.4.1","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/pol.2.4.1","http://www.aeaweb.org/aej/pol/data/2009-0070_data.zip","D:/libraries/ScrapAER/html/aejpol_vol_2_issue_4_article_1.html","2010/11",0.06538,"MB",NA,"L51: Economics of Regulation, L65: Chemicals; Rubber; Drugs; Biotechnology, M31: Marketing, M37: Advertising, , , ","L51: Economics of Regulation","L65: Chemicals; Rubber; Drugs; Biotechnology","M31: Marketing","M37: Advertising","","","",0.151131,0.073385,0,0,0,0,0,0,0.018116,0.073385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,11,"2010-11-01"
26,"aejpol_2_4_2","aejpol",2,4,2,"Detecting Illegal Arms Trade","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/pol.2.4.26","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/pol.2.4.26","http://www.aeaweb.org/aej/pol/data/2009-0126_data.zip","D:/libraries/ScrapAER/html/aejpol_vol_2_issue_4_article_2.html","2010/11",76.28,"MB",NA,"D74: Conflict; Conflict Resolution; Alliances, F13: Trade Policy; International Trade Organizations, G14: Information and Market Efficiency; Event Studies, K42: Illegal Behavior and the Enforcement of Law, L64: Other Machinery; Business Equipment; Armaments, , ","D74: Conflict; Conflict Resolution; Alliances","F13: Trade Policy; International Trade Organizations","G14: Information and Market Efficiency; Event Studies","K42: Illegal Behavior and the Enforcement of Law","L64: Other Machinery; Business Equipment; Armaments","","",602.007457,601.31905,0,0,0,0,0.01262,0,0.069677,601.045822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203806,0.260608,0,0,0,0,2010,11,"2010-11-01"
27,"aejpol_2_4_3","aejpol",2,4,3,"International Trade in Used Vehicles: The Environmental Consequences of NAFTA","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/pol.2.4.58","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/pol.2.4.58","http://www.aeaweb.org/aej/pol/data/2009-0122_data.zip","D:/libraries/ScrapAER/html/aejpol_vol_2_issue_4_article_3.html","2010/11",548.65,"MB",NA,"F13: Trade Policy; International Trade Organizations, F14: Country and Industry Studies of Trade, L62: Automobiles; Other Transportation Equipment, O13: Economic Development: Agriculture; Natural Resources; Energy; Environment; Other Primary Products, O19: International Linkages to Development; Role of International Organizations, Q53: Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling, Q56: Environment and Development; Environment and Trade; Sustainability; Environmental Accounts and Accounting; Environmental Equity; Population Growth","F13: Trade Policy; International Trade Organizations","F14: Country and Industry Studies of Trade","L62: Automobiles; Other Transportation Equipment","O13: Economic Development: Agriculture; Natural Resources; Energy; Environment; Other Primary Products","O19: International Linkages to Development; Role of International Organizations","Q53: Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling","Q56: Environment and Development; Environment and Trade; Sustainability; Environmental Accounts and Accounting; Environmental Equity; Population Growth",NA,NA,0,0,0,0,0.390066,0,0.050084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.755704,0,0,0,0,0,2010,11,"2010-11-01"
28,"aejpol_2_4_4","aejpol",2,4,4,"Sharing Demographic Risk--Who Is Afraid of the Baby Bust?","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/pol.2.4.83","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/pol.2.4.83","http://www.aeaweb.org/aej/pol/data/2009-0091_data.zip","D:/libraries/ScrapAER/html/aejpol_vol_2_issue_4_article_4.html","2010/11",1.47,"MB",NA,"D91: Intertemporal Consumer Choice; Life Cycle Models and Saving, E62: Fiscal Policy, H55: Social Security and Public Pensions, J11: Demographic Trends and Forecasts; General Migration, , , ","D91: Intertemporal Consumer Choice; Life Cycle Models and Saving","E62: Fiscal Policy","H55: Social Security and Public Pensions","J11: Demographic Trends and Forecasts; General Migration","","","",11.210301,0.023718,0,0,0,0,0.009764,0.013954,0,0,0,0,0,0,0,0,0,10.952739,0,0,0,0,0,0,0,0,0,0,0,0.199729,0,0,0,0,0,2010,11,"2010-11-01"
29,"aejpol_2_4_5","aejpol",2,4,5,"Short-Run Impacts of Accountability on School Quality","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/pol.2.4.119","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/pol.2.4.119","http://www.aeaweb.org/aej/pol/data/2009-0095_data.zip","D:/libraries/ScrapAER/html/aejpol_vol_2_issue_4_article_5.html","2010/11",2.14,"MB",NA,"H75: State and Local Government: Health; Education; Welfare; Public Pensions, I21: Analysis of Education, I28: Education: Government Policy, J45: Public Sector Labor Markets, , , ","H75: State and Local Government: Health; Education; Welfare; Public Pensions","I21: Analysis of Education","I28: Education: Government Policy","J45: Public Sector Labor Markets","","","",7.442232,0,0,0,0,0,0,0,0.154102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.142076,0,0,0,0,0,2010,11,"2010-11-01"
30,"aejpol_2_4_6","aejpol",2,4,6,"Appropriation, Property Rights Institutions, and International Trade","FALSE","http://www.aeaweb.org/articles.php?doi=10.1257/pol.2.4.148","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/pol.2.4.148",NA,"D:/libraries/ScrapAER/html/aejpol_vol_2_issue_4_article_6.html","2010/11",0,"MB",NA,"D72: Political Processes: Rent-seeking, Lobbying, Elections, Legislatures, and Voting Behavior, F12: Models of Trade with Imperfect Competition and Scale Economies, K11: Property Law, , , , ","D72: Political Processes: Rent-seeking, Lobbying, Elections, Legislatures, and Voting Behavior","F12: Models of Trade with Imperfect Competition and Scale Economies","K11: Property Law","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,11,"2010-11-01"
31,"aejpol_2_4_7","aejpol",2,4,7,"Domestic Institutions and the Bypass Effect of Financial Globalization","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/pol.2.4.173","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/pol.2.4.173","http://www.aeaweb.org/aej/pol/data/2008-0170_data.zip","D:/libraries/ScrapAER/html/aejpol_vol_2_issue_4_article_7.html","2010/11",0.11766,"MB",NA,"D02: Institutions: Design, Formation, and Operations, E21: Macroeconomics: Consumption; Saving; Wealth, F21: International Investment; Long-term Capital Movements, F32: Current Account Adjustment; Short-term Capital Movements, G34: Mergers; Acquisitions; Restructuring; Voting; Proxy Contests; Corporate Governance, , ","D02: Institutions: Design, Formation, and Operations","E21: Macroeconomics: Consumption; Saving; Wealth","F21: International Investment; Long-term Capital Movements","F32: Current Account Adjustment; Short-term Capital Movements","G34: Mergers; Acquisitions; Restructuring; Voting; Proxy Contests; Corporate Governance","","",0.172177,0.05888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000142,0.017408,0,0,0,0.041472,0,0,0,0,2010,11,"2010-11-01"
1,"aejpol_3_1_1","aejpol",3,1,1,"The Cabals of a Few or the Confusion of a Multitude: The Institutional Trade-Off between Representation and Governance","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/pol.3.1.1","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/pol.3.1.1","http://www.aeaweb.org/aej/pol/data/2009-0135_data.zip","D:/libraries/ScrapAER/html/aejpol_vol_3_issue_1_article_1.html","2011/02",306.54,"MB",NA,"D72: Political Processes: Rent-seeking, Lobbying, Elections, Legislatures, and Voting Behavior, H71: State and Local Taxation, Subsidies, and Revenue, R50: Regional Government Analysis: General, , , , ","D72: Political Processes: Rent-seeking, Lobbying, Elections, Legislatures, and Voting Behavior","H71: State and Local Taxation, Subsidies, and Revenue","R50: Regional Government Analysis: General","","",NA,NA,326.184594,0,0,0,0,0,0,0,0.050658,0,0,0,0,323.28509,0,0,0,0,0,0,0,0,0,0,0,2.822847,0,0,0,0,0,0,0,0,0,2011,2,"2011-2-01"
2,"aejpol_3_1_2","aejpol",3,1,2,"The Effect of Classmate Characteristics on Post-secondary Outcomes: Evidence from the Add Health","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/pol.3.1.25","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/pol.3.1.25","http://www.aeaweb.org/aej/pol/data/2009-0108_data.zip","D:/libraries/ScrapAER/html/aejpol_vol_3_issue_1_article_2.html","2011/02",3.18,"MB",NA,"I21: Analysis of Education, J13: Fertility; Family Planning; Child Care; Children; Youth, J15: Economics of Minorities and Races; Non-labor Discrimination, , , , ","I21: Analysis of Education","J13: Fertility; Family Planning; Child Care; Children; Youth","J15: Economics of Minorities and Races; Non-labor Discrimination","","",NA,NA,6.836623,6.730752,0,0,0,0,0,0,0.077199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.730752,0,0,0,0,2011,2,"2011-2-01"
3,"aejpol_3_1_3","aejpol",3,1,3,"Transfer Program Complexity and the Take-Up of Social Benefits","FALSE","http://www.aeaweb.org/articles.php?doi=10.1257/pol.3.1.54","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/pol.3.1.54",NA,"D:/libraries/ScrapAER/html/aejpol_vol_3_issue_1_article_3.html","2011/02",0,"MB",NA,"D04: Microeconomic Policy: Formulation; Implementation; Evaluation, D82: Asymmetric and Private Information, H23: Taxation and Subsidies: Externalities; Redistributive Effects; Environmental Taxes and Subsidies, I18: Health: Government Policy; Regulation; Public Health, I38: Welfare and Poverty: Government Programs; Provision and Effects of Welfare Programs, , ","D04: Microeconomic Policy: Formulation; Implementation; Evaluation","D82: Asymmetric and Private Information","H23: Taxation and Subsidies: Externalities; Redistributive Effects; Environmental Taxes and Subsidies","I18: Health: Government Policy; Regulation; Public Health","I38: Welfare and Poverty: Government Programs; Provision and Effects of Welfare Programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,2,"2011-2-01"
4,"aejpol_3_1_4","aejpol",3,1,4,"Calorie Posting in Chain Restaurants","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/pol.3.1.91","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/pol.3.1.91","http://www.aeaweb.org/aej/pol/data/2010-0011_data.zip","D:/libraries/ScrapAER/html/aejpol_vol_3_issue_1_article_4.html","2011/02",0.63903,"MB",NA,"D12: Consumer Economics: Empirical Analysis, D18: Consumer Protection, D83: Search; Learning; Information and Knowledge; Communication; Belief, L83: Sports; Gambling; Recreation; Tourism, , , ","D12: Consumer Economics: Empirical Analysis","D18: Consumer Protection","D83: Search; Learning; Information and Knowledge; Communication; Belief","L83: Sports; Gambling; Recreation; Tourism","",NA,NA,9.407326,8.72864,0,0,0,0,8.72864,0,0.654249,0,0,0,0,0,0,0,0,0.003944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,2,"2011-2-01"
5,"aejpol_3_1_5","aejpol",3,1,5,"How Effective Are Public Policies to Increase Health Insurance Coverage among Young Adults?","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/pol.3.1.129","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/pol.3.1.129","http://www.aeaweb.org/aej/pol/data/2009-0099_data.zip","D:/libraries/ScrapAER/html/aejpol_vol_3_issue_1_article_5.html","2011/02",42.51,"MB",NA,"G22: Insurance; Insurance Companies, H75: State and Local Government: Health; Education; Welfare; Public Pensions, I18: Health: Government Policy; Regulation; Public Health, J13: Fertility; Family Planning; Child Care; Children; Youth, , , ","G22: Insurance; Insurance Companies","H75: State and Local Government: Health; Education; Welfare; Public Pensions","I18: Health: Government Policy; Regulation; Public Health","J13: Fertility; Family Planning; Child Care; Children; Youth","",NA,NA,157.341973,153.31774,0,0,0,0,0,0,2.967121,153.31774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,2,"2011-2-01"
6,"aejpol_3_1_6","aejpol",3,1,6,"Culture, Context, and the Taste for Redistribution","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/pol.3.1.157","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/pol.3.1.157","http://www.aeaweb.org/aej/pol/data/2009-0159_data.zip","D:/libraries/ScrapAER/html/aejpol_vol_3_issue_1_article_6.html","2011/02",0.07188,"MB",NA,"H23: Taxation and Subsidies: Externalities; Redistributive Effects; Environmental Taxes and Subsidies, Z13: Economic Sociology; Economic Anthropology; Social and Economic Stratification, , , , , ","H23: Taxation and Subsidies: Externalities; Redistributive Effects; Environmental Taxes and Subsidies","Z13: Economic Sociology; Economic Anthropology; Social and Economic Stratification","","","",NA,NA,0.21657,0,0,0,0,0,0,0,0.137152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051498,0,0,0,0,0,2011,2,"2011-2-01"
7,"aejpol_3_1_7","aejpol",3,1,7,"Payment Choice, Image Motivation and Contributions to Charity: Evidence from a Field Experiment","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/pol.3.1.180","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/pol.3.1.180","http://www.aeaweb.org/aej/pol/data/2009-0047_data.zip","D:/libraries/ScrapAER/html/aejpol_vol_3_issue_1_article_7.html","2011/02",0.09585,"MB",NA,"D14: Personal Finance, D64: Altruism, L31: Nonprofit Institutions; NGOs, , , , ","D14: Personal Finance","D64: Altruism","L31: Nonprofit Institutions; NGOs","","",NA,NA,0.725465,0.665932,0,0,0,0,0,0,0.032574,0.665932,0,0,0,0,0,0,0,0.013785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,2,"2011-2-01"
8,"aejpol_3_2_1","aejpol",3,2,1,"Gender-Based Taxation and the Division of Family Chores","FALSE","http://www.aeaweb.org/articles.php?doi=10.1257/pol.3.2.1","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/pol.3.2.1",NA,"D:/libraries/ScrapAER/html/aejpol_vol_3_issue_2_article_1.html","2011/05",0,"MB",NA,"D13: Household Production and Intrahousehold Allocation, H21: Taxation and Subsidies: Efficiency; Optimal Taxation, H24: Personal Income and Other Nonbusiness Taxes and Subsidies; includes inheritance and gift taxes, J16: Economics of Gender; Non-labor Discrimination, J22: Time Allocation and Labor Supply, , ","D13: Household Production and Intrahousehold Allocation","H21: Taxation and Subsidies: Efficiency; Optimal Taxation","H24: Personal Income and Other Nonbusiness Taxes and Subsidies; includes inheritance and gift taxes","J16: Economics of Gender; Non-labor Discrimination","J22: Time Allocation and Labor Supply",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,5,"2011-5-01"
9,"aejpol_3_2_2","aejpol",3,2,2,"Manipulation of Social Program Eligibility","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/pol.3.2.41","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/pol.3.2.41","http://www.aeaweb.org/aej/pol/data/2010-0061_data.zip","D:/libraries/ScrapAER/html/aejpol_vol_3_issue_2_article_2.html","2011/05",311.76,"MB",NA,"D72: Political Processes: Rent-seeking, Lobbying, Elections, Legislatures, and Voting Behavior, I32: Measurement and Analysis of Poverty, I38: Welfare and Poverty: Government Programs; Provision and Effects of Welfare Programs, O15: Economic Development: Human Resources; Human Development; Income Distribution; Migration, O17: Formal and Informal Sectors; Shadow Economy; Institutional Arrangements, , ","D72: Political Processes: Rent-seeking, Lobbying, Elections, Legislatures, and Voting Behavior","I32: Measurement and Analysis of Poverty","I38: Welfare and Poverty: Government Programs; Provision and Effects of Welfare Programs","O15: Economic Development: Human Resources; Human Development; Income Distribution; Migration","O17: Formal and Informal Sectors; Shadow Economy; Institutional Arrangements",NA,NA,1654.794808,1654.62487,0,0,0,0,0,0,0.13148,1654.62487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,5,"2011-5-01"
10,"aejpol_3_2_3","aejpol",3,2,3,"Identifying the Aggregate Productivity Effects of Entry and Size Restrictions: An Empirical Analysis of License Reform in India","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/pol.3.2.66","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/pol.3.2.66","http://www.aeaweb.org/aej/pol/data/2010-0009_data.zip","D:/libraries/ScrapAER/html/aejpol_vol_3_issue_2_article_3.html","2011/05",0.09058,"MB",NA,"L11: Production, Pricing, and Market Structure; Size Distribution of Firms, L24: Contracting Out; Joint Ventures; Technology Licensing, O14: Industrialization; Manufacturing and Service Industries; Choice of Technology, O47: Measurement of Economic Growth; Aggregate Productivity; Cross-Country Output Convergence, , , ","L11: Production, Pricing, and Market Structure; Size Distribution of Firms","L24: Contracting Out; Joint Ventures; Technology Licensing","O14: Industrialization; Manufacturing and Service Industries; Choice of Technology","O47: Measurement of Economic Growth; Aggregate Productivity; Cross-Country Output Convergence","",NA,NA,0.149368,0.037142,0,0,0,0,0,0,0.031247,0.037142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,5,"2011-5-01"
11,"aejpol_3_2_4","aejpol",3,2,4,"No Child Left Behind: Subsidized Child Care and Children's Long-Run Outcomes","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/pol.3.2.97","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/pol.3.2.97","http://www.aeaweb.org/aej/pol/data/2010-0121_data.zip","D:/libraries/ScrapAER/html/aejpol_vol_3_issue_2_article_4.html","2011/05",0.04948,"MB",NA,"J13: Fertility; Family Planning; Child Care; Children; Youth, J16: Economics of Gender; Non-labor Discrimination, , , , , ","J13: Fertility; Family Planning; Child Care; Children; Youth","J16: Economics of Gender; Non-labor Discrimination","","","",NA,NA,0.072004,0,0,0,0,0,0,0,0.019978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,5,"2011-5-01"
12,"aejpol_3_2_5","aejpol",3,2,5,"The End of Court-Ordered Desegregation","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/pol.3.2.130","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/pol.3.2.130","http://www.aeaweb.org/aej/pol/data/2009-0149_data.zip","D:/libraries/ScrapAER/html/aejpol_vol_3_issue_2_article_5.html","2011/05",3.13,"MB",NA,"H75: State and Local Government: Health; Education; Welfare; Public Pensions, I21: Analysis of Education, I28: Education: Government Policy, J15: Economics of Minorities and Races; Non-labor Discrimination, K10: Basic Areas of Law: General (Constitutional Law), , ","H75: State and Local Government: Health; Education; Welfare; Public Pensions","I21: Analysis of Education","I28: Education: Government Policy","J15: Economics of Minorities and Races; Non-labor Discrimination","K10: Basic Areas of Law: General (Constitutional Law)",NA,NA,29.631883,29.573141,0,0,0,0,0,0,0.048891,29.573141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001928,0,0,0,0,0,2011,5,"2011-5-01"
13,"aejpol_3_2_6","aejpol",3,2,6,"Immigration and the Neighborhood","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/pol.3.2.169","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/pol.3.2.169","http://www.aeaweb.org/aej/pol/data/2009-0191_data.zip","D:/libraries/ScrapAER/html/aejpol_vol_3_issue_2_article_6.html","2011/05",39.72,"MB",NA,"I20: Education and Research Institutions: General, J11: Demographic Trends and Forecasts; General Migration, J15: Economics of Minorities and Races; Non-labor Discrimination, R23: Urban, Rural, and Regional Economics: Regional Migration; Regional Labor Markets; Population; Neighborhood Characteristics, Z13: Economic Sociology; Economic Anthropology; Social and Economic Stratification, , ","I20: Education and Research Institutions: General","J11: Demographic Trends and Forecasts; General Migration","J15: Economics of Minorities and Races; Non-labor Discrimination","R23: Urban, Rural, and Regional Economics: Regional Migration; Regional Labor Markets; Population; Neighborhood Characteristics","Z13: Economic Sociology; Economic Anthropology; Social and Economic Stratification",NA,NA,105.296246,105.273639,0,0,0,0,0,0,0.022337,105.273639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00027,0,0,0,0,0,2011,5,"2011-5-01"
14,"aejpol_3_2_7","aejpol",3,2,7,"The Surprising Incidence of Tax Credits for the Toyota Prius","TRUE","http://www.aeaweb.org/articles.php?doi=10.1257/pol.3.2.189","http://www.aeaweb.org//atypon.php?return_to=/doi/pdfplus/10.1257/pol.3.2.189","http://www.aeaweb.org/aej/pol/data/2009-0075_data.zip","D:/libraries/ScrapAER/html/aejpol_vol_3_issue_2_article_7.html","2011/05",0.05291,"MB",NA,"H22: Taxation and Subsidies: Incidence, H24: Personal Income and Other Nonbusiness Taxes and Subsidies; includes inheritance and gift taxes, L11: Production, Pricing, and Market Structure; Size Distribution of Firms, L62: Automobiles; Other Transportation Equipment, , , ","H22: Taxation and Subsidies: Incidence","H24: Personal Income and Other Nonbusiness Taxes and Subsidies; includes inheritance and gift taxes","L11: Production, Pricing, and Market Structure; Size Distribution of Firms","L62: Automobiles; Other Transportation Equipment","",NA,NA,0.140918,0.052165,0,0,0,0,0,0,0.049095,0.052165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,5,"2011-5-01"
